id	surface	hanja	gloss	level	created	source
126459	학대	虐待	abuse, cruelty, illuse, mistreatment		2009-01-01T20:23:14Z	joe-543@ezcorean:543
126460	학대하다	虐待하다	abuse, maltreat, mishandle, misuse		2009-01-02T21:33:11Z	joe-539@ezcorean:539
126461	학덕	學德			2009-01-01T20:23:14Z	mr.hanja-229459@ezcorean:229459
126462	학도	學徒			2009-01-01T20:23:14Z	mr.hanja-229460@ezcorean:229460
126463	학도대	學徒隊			2009-01-01T20:23:14Z	mr.hanja-229461@ezcorean:229461
126464	학도병	學徒兵			2009-01-01T20:23:14Z	mr.hanja-229462@ezcorean:229462
126465	학동	學童	schoolchild		2009-01-01T20:23:14Z	engdic-162922@ezcorean:162922
126466	학력	學歷	Academic background, formal schooling	C	2009-01-01T20:23:14Z	joe-208610@ezcorean:209943
126467	학력 미달의		preschool		2006-01-16T09:52:46Z	engdic-138002@ezcorean:138002
126468	학력 적성 검사		SAT		2006-01-16T09:52:46Z	engdic-162014@ezcorean:162014
126469	학력 촉진 청부		performance contract		2006-01-16T09:52:46Z	engdic-131925@ezcorean:131925
126470	학력 테스트		placement test		2006-01-16T09:52:46Z	engdic-134402@ezcorean:134402
126471	학력 편중		diplomaism		2006-01-16T09:52:46Z	engdic-51284@ezcorean:51284
126472	학력검사		achievement test		2006-01-16T09:52:46Z	engdic-1096@ezcorean:1096
126473	학력고사	學力考査			2009-01-01T20:23:14Z	mr.hanja-229463@ezcorean:229463
126474	학력도		scholarship		2009-05-23T19:36:25Z	junsan-232327@ezcorean:232327
126475	학력별 반편성		track system		2006-01-16T09:52:46Z	engdic-188205@ezcorean:188205
126476	학력주의		diplomaism		2006-01-16T09:52:46Z	engdic-51283@ezcorean:51283
126477	학령	學齡	school age		2009-01-01T20:23:14Z	engdic-162914@ezcorean:162914
126478	학리상의		doctrinal		2006-01-16T09:52:46Z	engdic-53334@ezcorean:53334
126479	학맥	學脈			2009-01-01T20:23:14Z	mr.hanja-229464@ezcorean:229464
126480	학명	學名	nomenclature		2009-01-01T20:23:14Z	engdic-121780@ezcorean:121780
126481	학모	學帽			2009-01-01T20:23:14Z	mr.hanja-229465@ezcorean:229465
126482	학무	鶴舞			2009-01-01T20:23:14Z	mr.hanja-229466@ezcorean:229466
126483	학문	學問	knowledge, learning, wisdom about some field		2009-01-01T20:23:14Z	joe-102953@ezcorean:102953
126484	학문 분야간의		interlaboratory		2006-01-16T09:52:46Z	engdic-97514@ezcorean:97514
126485	학문이 있는		wise		2006-01-16T09:52:46Z	engdic-203175@ezcorean:203175
126486	학문이없는		unscholarly		2006-01-16T09:52:46Z	engdic-194675@ezcorean:194675
126487	학문있는		lettered		2006-01-16T09:52:46Z	engdic-105522@ezcorean:105522
126488	학문적	學問的			2009-01-01T20:23:14Z	mr.hanja-229467@ezcorean:229467
126489	학반	學班			2009-01-01T20:23:14Z	mr.hanja-229468@ezcorean:229468
126490	학번	學番	Year of graduation	C	2009-01-01T20:23:14Z	joe-203450@ezcorean:209944
126491	학벌	學閥	old school ties, sectarianism		2009-01-01T20:23:14Z	engdic-124861@ezcorean:124861
126492	학병	學兵			2009-01-01T20:23:14Z	mr.hanja-229469@ezcorean:229469
126493	학보	學報			2009-01-01T20:23:14Z	mr.hanja-229470@ezcorean:229470
126494	학부	學部	faculty		2009-01-01T20:23:14Z	engdic-63981@ezcorean:63981
126495	학부	學部	division		2009-01-01T20:23:14Z	engdic-53161@ezcorean:53161
126496	학부모	學父母	Mothers of the students	C	2009-01-01T20:23:14Z	joe-203301@ezcorean:209945
126497	학부의 교수단		faculty		2006-01-16T09:52:46Z	engdic-63982@ezcorean:63982
126498	학부형	學父兄			2009-01-01T20:23:14Z	mr.hanja-229471@ezcorean:229471
126499	학비	學費	Tuition	C	2009-01-01T20:23:14Z	engdic-209398@ezcorean:11750
126500	학사	學士	holder of a bachelor`s degree		2010-09-22T12:57:23Z	engdic-9963@ezcorean:9963
126501	학사	學事	studying		2010-09-22T12:57:23Z	engdic-78906@ezcorean:78906
126502	학사모	學士帽			2009-01-01T20:23:14Z	mr.hanja-229472@ezcorean:229472
126503	학살	虐殺	butchery, slaughter		2009-02-22T00:05:40Z	joe-19225@ezcorean:19225
126504	학살범	虐殺犯			2009-01-01T20:23:14Z	mr.hanja-229473@ezcorean:229473
126505	학살자		butcher		2006-01-16T09:52:46Z	engdic-19209@ezcorean:19209
126506	학살하다	虐殺하다	butcher, massacre, slay		2009-02-22T00:05:51Z	joe-19214@ezcorean:19214
126507	학생	學生	Student	A	2009-01-01T20:23:14Z	engdic-200238@ezcorean:78781
126508	학생 가방		satchel		2006-01-16T09:52:46Z	engdic-162025@ezcorean:162025
126509	학생 군사 교련단		cadet corps		2006-01-16T09:52:46Z	engdic-19809@ezcorean:19809
126510	학생 비폭력 조정 위원회		SNCC		2006-01-16T09:52:46Z	engdic-171182@ezcorean:171182
126511	학생 유게실		common room		2006-01-16T09:52:46Z	engdic-33990@ezcorean:33990
126512	학생 피교육자		educatee		2006-01-16T09:52:46Z	engdic-57214@ezcorean:57214
126513	학생 활동가		studentactivist		2006-01-16T09:52:46Z	engdic-178383@ezcorean:178383
126514	학생감	學生監	a censor, a proctor		2009-03-15T02:16:06Z	joe-24134@ezcorean:24134
126515	학생과	學生課			2009-01-01T20:23:14Z	mr.hanja-229474@ezcorean:229474
126516	학생과장	學生課長			2009-01-01T20:23:14Z	mr.hanja-229475@ezcorean:229475
126517	학생군사훈련단		ROTC, R.O.T.C.		2006-01-16T09:52:46Z	engdic-158738@ezcorean:158738
126518	학생극	學生劇			2009-01-01T20:23:14Z	mr.hanja-229476@ezcorean:229476
126519	학생부	學生部			2009-01-01T20:23:14Z	mr.hanja-229477@ezcorean:229477
126520	학생부실	學生部室			2009-01-01T20:23:14Z	mr.hanja-229478@ezcorean:229478
126521	학생의 가장 행렬의 날		rag day		2006-01-16T09:52:46Z	engdic-144648@ezcorean:144648
126522	학생임		studentship		2006-01-16T09:52:46Z	engdic-178387@ezcorean:178387
126523	학생증	學生證	Student identification	B	2009-01-01T20:23:14Z	joe-219755@ezcorean:209946
126524	학생증		student		2010-02-13T01:09:30Z	curious-233635@ezcorean:233635
126525	학생진로 지도 교사		careers master		2006-01-16T09:52:46Z	engdic-21984@ezcorean:21984
126526	학생처	學生處			2009-01-01T20:23:14Z	mr.hanja-229479@ezcorean:229479
126527	학생처장	學生處長			2009-01-01T20:23:14Z	mr.hanja-229480@ezcorean:229480
126528	학생회	學生會			2009-01-01T20:23:14Z	mr.hanja-229481@ezcorean:229481
126529	학생회관	學生會館	student union		2009-01-01T20:23:14Z	engdic-178392@ezcorean:178392
126530	학생회비	學生會費			2009-01-01T20:23:14Z	mr.hanja-229482@ezcorean:229482
126531	학생회장	學生會長			2009-01-01T20:23:14Z	mr.hanja-229483@ezcorean:229483
126532	학설	學說	doctrine, ism, system, theory		2009-02-28T01:02:17Z	joe-53338@ezcorean:53338
126533	학설사적	學說史的			2009-01-01T20:23:14Z	mr.hanja-229484@ezcorean:229484
126534	학수고대	鶴首苦待	wait expectantly for or for a long time		2009-01-01T20:23:14Z	joe-600716@ezcorean:206948
126535	학숙인		boarder		2006-01-16T09:52:46Z	engdic-15613@ezcorean:15613
126536	학술	學術	Science, learning, scolarship	C	2009-01-01T20:23:14Z	engdic-204172@ezcorean:58342
126537	학술대회	學術大會	a symposium, a congress		2010-11-03T13:04:24Z	engdic-36309@ezcorean:36309
126538	학술사항		technicality		2006-01-16T09:52:46Z	engdic-183346@ezcorean:183346
126539	학술상의		scientific		2006-01-16T09:52:46Z	engdic-163001@ezcorean:163001
126540	학술어		technic		2006-01-16T09:52:46Z	engdic-183337@ezcorean:183337
126541	학술적	學術的			2009-01-01T20:23:14Z	mr.hanja-229485@ezcorean:229485
126542	학술적 경전		Shastra		2006-01-16T09:52:46Z	engdic-166831@ezcorean:166831
126543	학술적 사항		technic		2006-01-16T09:52:46Z	engdic-183338@ezcorean:183338
126544	학술조사		research		2006-01-16T09:52:46Z	engdic-152892@ezcorean:152892
126545	학술지	學術誌	academic journals		2009-01-01T20:23:14Z	mr.hanja-229486@ezcorean:229486
126546	학술회의	學術會議			2009-01-01T20:23:14Z	mr.hanja-229487@ezcorean:229487
126547	학습	學習	Learning, education	B	2009-01-01T20:23:14Z	joe-202564@ezcorean:209947
126548	학습 능력		teachbility		2006-01-16T09:52:46Z	engdic-183209@ezcorean:183209
126549	학습 불능의		learningdisabled		2006-01-16T09:52:46Z	engdic-104935@ezcorean:104935
126550	학습 시간		class		2006-01-16T09:52:46Z	engdic-29237@ezcorean:29237
126551	학습권	學習權			2009-01-01T20:23:14Z	mr.hanja-229488@ezcorean:229488
126552	학습능력		capacity		2006-01-16T09:52:46Z	engdic-21345@ezcorean:21345
126553	학습량	學習量			2009-01-01T20:23:14Z	mr.hanja-229489@ezcorean:229489
126554	학습장	學習場			2009-01-01T20:23:14Z	mr.hanja-229490@ezcorean:229490
126555	학습지	學習紙			2009-01-01T20:23:14Z	mr.hanja-229491@ezcorean:229491
126556	학습하다	學習하다	cover		2009-01-02T21:33:11Z	engdic-41352@ezcorean:41352
126557	학습할 사항이 주기적으로 제시되는 회전식 장치		memory drum		2006-01-16T09:52:46Z	engdic-113217@ezcorean:113217
126558	학시		reading		2006-01-16T09:52:46Z	engdic-146727@ezcorean:146727
126559	학식	學識	knowledge, scholarship		2009-02-23T07:31:01Z	joe-102952@ezcorean:102952
126560	학업	學業	bookwork		2009-01-01T20:23:14Z	engdic-16245@ezcorean:16245
126561	학업 성적 인정 위원회		honor society		2006-01-16T09:52:46Z	engdic-87461@ezcorean:87461
126562	학업성적		schoolwork		2006-01-16T09:52:46Z	engdic-162959@ezcorean:162959
126563	학업성취연령		achievement age		2006-01-16T09:52:46Z	engdic-1094@ezcorean:1094
126564	학연	學緣			2009-01-01T20:23:14Z	mr.hanja-229492@ezcorean:229492
126565	학예	學藝	ars		2009-01-01T20:23:14Z	engdic-7549@ezcorean:7549
126566	학예 부흥		New Learning		2006-01-16T09:52:46Z	engdic-120510@ezcorean:120510
126567	학예원	學藝院			2009-01-01T20:23:14Z	mr.hanja-229493@ezcorean:229493
126568	학예회	學藝會			2009-01-01T20:23:14Z	mr.hanja-229494@ezcorean:229494
126569	학용품	學用品	School things, supplies	C	2009-01-01T20:23:14Z	joe-203339@ezcorean:209948
126570	학우	學友	condesciple		2009-01-01T20:23:14Z	engdic-35658@ezcorean:35658
126571	학우	學友	schoolmate		2009-01-01T20:23:14Z	engdic-162948@ezcorean:162948
126572	학우	學友	school fellow		2009-01-01T20:23:14Z	engdic-162928@ezcorean:162928
126573	학우회		corps		2006-01-16T09:52:46Z	engdic-39685@ezcorean:39685
126574	학우회		lyceum		2006-01-16T09:52:46Z	engdic-108928@ezcorean:108928
126575	학원	學院	Learning institute	B	2009-01-01T20:23:14Z	engdic-203451@ezcorean:20691
126576	학원교정에서의 , 대학의		campus		2006-01-16T09:52:46Z	engdic-20693@ezcorean:20693
126577	학원도시		educational park		2006-01-16T09:52:46Z	engdic-57221@ezcorean:57221
126578	학원비	學院費			2009-01-01T20:23:14Z	mr.hanja-229495@ezcorean:229495
126579	학위	學位	Academic rank	C	2009-01-01T20:23:14Z	engdic-205305@ezcorean:48413
126580	학위 남발 대학		diploma mill		2006-01-16T09:52:46Z	engdic-51285@ezcorean:51285
126581	학위 논문		dissertation		2006-01-16T09:52:46Z	engdic-52612@ezcorean:52612
126582	학위 수여일		degree day		2006-01-16T09:52:46Z	engdic-48414@ezcorean:48414
126583	학위 취득		inceptor		2006-01-16T09:52:46Z	engdic-92770@ezcorean:92770
126584	학위를 받다		graduate		2006-01-16T09:52:46Z	engdic-78901@ezcorean:78901
126585	학위를 받다		commence		2006-01-16T09:52:46Z	engdic-33581@ezcorean:33581
126586	학위수여식		commencement		2006-01-16T09:52:46Z	engdic-33584@ezcorean:33584
126587	학위있는		doctoral		2006-01-16T09:52:46Z	engdic-53322@ezcorean:53322
126588	학의	鶴衣			2009-01-01T20:23:14Z	mr.hanja-229496@ezcorean:229496
126589	학자	學者	Scholar	C	2009-01-01T20:23:14Z	engdic-201875@ezcorean:3841
126590	학자 생활		academe		2006-01-16T09:52:46Z	engdic-589@ezcorean:589
126591	학자 선생		superior		2006-01-16T09:52:46Z	engdic-180189@ezcorean:180189
126592	학자 연하는 사람		prig		2006-01-16T09:52:46Z	engdic-138762@ezcorean:138762
126593	학자금	學資金			2009-01-01T20:23:14Z	mr.hanja-229497@ezcorean:229497
126594	학자다운		scholarly		2006-01-16T09:52:46Z	engdic-162882@ezcorean:162882
126595	학자답게		clerkly		2006-01-16T09:52:46Z	engdic-30000@ezcorean:30000
126596	학자답지않은		unscholarly		2006-01-16T09:52:46Z	engdic-194676@ezcorean:194676
126597	학자들		literati		2006-01-16T09:52:46Z	engdic-106801@ezcorean:106801
126598	학자연 하는		pedant		2006-01-16T09:52:46Z	engdic-131000@ezcorean:131000
126599	학자연하는		bookish, professorial, scholastic		2009-03-12T23:26:40Z	joe-16188@ezcorean:16188
126600	학자의 세계		academia		2006-01-16T09:52:46Z	engdic-593@ezcorean:593
126601	학자인 체하는 선생		gerundgrinder		2006-01-16T09:52:46Z	engdic-76506@ezcorean:76506
126602	학자인 체하여		pedantically		2006-01-16T09:52:46Z	engdic-131005@ezcorean:131005
126603	학자풍의 문체		academese		2006-01-16T09:52:46Z	engdic-592@ezcorean:592
126604	학장	學長	the president, the provost		2009-01-01T20:23:14Z	joe-138176@ezcorean:138176
126605	학장 선거		rectorate		2006-01-16T09:52:46Z	engdic-148292@ezcorean:148292
126606	학적		a college registrar		2007-04-10T19:13:36Z	curious-205746@ezcorean:205746
126607	학적 계원		registrar		2006-01-16T09:52:46Z	engdic-149985@ezcorean:149985
126608	학적 담당 사무원		registrar		2006-01-16T09:52:46Z	engdic-149984@ezcorean:149984
126609	학적과	學籍課			2009-01-01T20:23:14Z	mr.hanja-229498@ezcorean:229498
126610	학적부	學籍簿			2009-01-01T20:23:14Z	mr.hanja-229499@ezcorean:229499
126611	학점	學點	A unit, a point, a credit	C	2009-01-01T20:23:14Z	engdic-206720@ezcorean:42581
126612	학점제		point system		2006-01-16T09:52:46Z	engdic-135257@ezcorean:135257
126613	학정	學正	tyranny		2009-01-01T20:23:14Z	sjk-210828@ezcorean:210828
126614	학제	學制			2009-01-01T20:23:14Z	mr.hanja-229500@ezcorean:229500
126615	학제적인		interdisciplinary		2006-01-16T09:52:46Z	engdic-97358@ezcorean:97358
126616	학제적인		cross-disciplinary		2006-01-16T09:52:46Z	engdic-43618@ezcorean:43618
126617	학질		ague		2006-01-16T09:52:46Z	engdic-3009@ezcorean:3009
126618	학질에 걸린		agued		2006-01-16T09:52:46Z	engdic-3011@ezcorean:3011
126619	학질의 학질에 걸린		aguish		2006-01-16T09:52:46Z	engdic-3012@ezcorean:3012
126620	학창	學窓			2009-01-01T20:23:14Z	mr.hanja-229501@ezcorean:229501
126621	학칙	學則			2009-01-01T20:23:14Z	mr.hanja-229502@ezcorean:229502
126622	학파	學派	ecole		2009-01-01T20:23:14Z	engdic-56968@ezcorean:56968
126623	학풍	學風			2009-01-01T20:23:14Z	mr.hanja-229503@ezcorean:229503
126624	학회	學會	academy, institute, institution, lyceum		2009-02-23T04:39:39Z	joe-617@ezcorean:617
126625	학회장	學會長			2009-01-01T20:23:14Z	mr.hanja-229504@ezcorean:229504
126626	학회지	學會紙	a report made by an organization		2009-01-01T20:23:14Z	mr.hanja-229505@ezcorean:229505
126627	학훈단	學訓團			2009-01-01T20:23:14Z	mr.hanja-229506@ezcorean:229506
126628	한		A grudge, rancor	C	2009-02-05T07:00:00Z	joe-203720@ezcorean:230792
126629	한		A limit	C	2009-01-01T20:23:14Z	engdic-201050@ezcorean:178131
126630	한		One, a single	A	2009-02-05T07:00:00Z	joe-200027@ezcorean:230791
126631	한  발		PACE		2006-01-16T09:52:46Z	engdic-127899@ezcorean:127899
126632	한 가지만		just one thing		2009-02-09T06:24:28Z	khk-231219@ezcorean:231219
126633	한 개		one		2006-01-16T09:52:46Z	engdic-125121@ezcorean:125121
126634	한 것		chi-chi		2006-01-16T09:52:46Z	engdic-26426@ezcorean:26426
126635	한 곡		piece		2006-01-16T09:52:46Z	engdic-133781@ezcorean:133781
126636	한 단		stair		2006-01-16T09:52:46Z	engdic-175475@ezcorean:175475
126637	한 때		when		2006-01-16T09:52:46Z	engdic-201825@ezcorean:201825
126638	한 떼		one covey (people/things)		2008-11-21T09:00:35Z	engdic-41477@ezcorean:41477
126639	한 떼		one parcel		2008-11-21T09:00:35Z	engdic-129312@ezcorean:129312
126640	한 떼		one batch		2008-11-21T09:00:35Z	engdic-11664@ezcorean:11664
126641	한 면		facet		2006-01-16T09:52:46Z	engdic-63803@ezcorean:63803
126642	한 배		hatch		2006-01-16T09:52:46Z	engdic-83679@ezcorean:83679
126643	한 번		clip		2006-01-16T09:52:46Z	engdic-30356@ezcorean:30356
126644	한 벌		a suit (a clothes suit)		2008-11-21T09:01:19Z	engdic-179702@ezcorean:179702
126645	한 벌		a gang (of)		2008-11-21T09:01:19Z	engdic-74836@ezcorean:74836
126646	한 벌		a table setting		2008-11-21T09:01:19Z	engdic-166199@ezcorean:166199
126647	한 병		bottleful		2006-01-16T09:52:46Z	engdic-16575@ezcorean:16575
126648	한 삽		scoop		2006-01-16T09:52:46Z	engdic-163120@ezcorean:163120
126649	한 술		spoonful		2006-01-16T09:52:46Z	engdic-174502@ezcorean:174502
126650	한 쌍		one pair (of socks)		2008-11-21T09:01:34Z	joe-128306@ezcorean:128306
126651	한 입		one mouthful		2008-11-08T08:27:36Z	joe-183025@ezcorean:183025
126652	한 잔		one glass of alcohol		2008-11-21T09:02:38Z	engdic-77878@ezcorean:77878
126653	한 장		one sheet		2008-11-21T09:02:20Z	engdic-166971@ezcorean:166971
126654	한 장		one chapter		2008-11-21T09:02:20Z	engdic-25269@ezcorean:25269
126655	한 줄		bank		2006-01-16T09:52:46Z	engdic-10893@ezcorean:10893
126656	한 줌		handfull		2006-01-16T09:52:46Z	engdic-82658@ezcorean:82658
126657	한 쪽		one side of the pair		2008-11-21T09:01:53Z	joe-128311@ezcorean:128311
126658	한 칼		stroke		2006-01-16T09:52:46Z	engdic-178210@ezcorean:178210
126659	한 통		piece		2006-01-16T09:52:46Z	engdic-133778@ezcorean:133778
126660	한 티		tincture		2006-01-16T09:52:46Z	engdic-186448@ezcorean:186448
126661	한 판		deal		2006-01-16T09:52:46Z	engdic-47296@ezcorean:47296
126662	한 폭		width		2006-01-16T09:52:46Z	engdic-202583@ezcorean:202583
126663	한 필		piece		2006-01-16T09:52:46Z	engdic-133777@ezcorean:133777
126664	한가	閑暇	underemployed		2009-01-01T20:23:14Z	engdic-192717@ezcorean:192717
126665	한가운데		the very center		2009-02-04T20:33:32Z	khk-230698@ezcorean:230698
126666	한가위		추석 the holiday, Korean thanksgiving		2010-09-22T17:15:40Z	future-234608@ezcorean:234608
126667	한가하다	閑暇하다	having leisure/free time		2010-11-20T14:10:28Z	hg4-235309@ezcorean:235309
126668	한가한		free, idle, leisured, unoccupied		2008-09-29T22:21:00Z	joe-72257@ezcorean:72257
126669	한강	漢江	The han river, runs through Seoul	D	2009-01-01T20:23:14Z	joe-258921@ezcorean:210402
126670	한개		a piece, a single unit		2008-12-19T07:05:00Z	joe-133774@ezcorean:133774
126671	한거	閑居			2009-01-01T20:23:14Z	mr.hanja-229507@ezcorean:229507
126672	한걸음		step		2006-01-16T09:52:46Z	engdic-176414@ezcorean:176414
126673	한걸음		stride		2006-01-16T09:52:46Z	engdic-178026@ezcorean:178026
126674	한겨울		Midwinter, the dead of winter	C	2006-01-16T09:52:46Z	engdic-210329@ezcorean:114615
126675	한결		Stands out conspicuously, especially	C	2006-10-05T02:16:43Z	zb-206160@ezcorean:205542
126676	한결같다		from beginning to the end, straight through ; to be exactly the same		2009-02-09T07:39:15Z	khk-231237@ezcorean:231237
126677	한결같이		from beginning to the end, straight through ; to be exactly the same		2009-02-09T07:39:07Z	khk-231236@ezcorean:231236
126678	한계	限界	Boundary, limits	C	2009-01-01T20:23:14Z	engdic-201003@ezcorean:16710
126679	한계선		circumscription, failsafe		2008-08-08T17:08:08Z	joe-28512@ezcorean:28512
126680	한계성	限界性			2009-01-01T20:23:14Z	mr.hanja-229508@ezcorean:229508
126681	한계점	限界點			2009-01-01T20:23:14Z	mr.hanja-229509@ezcorean:229509
126682	한구석		A corner, a nook	C	2008-08-08T17:08:08Z	joe-205432@ezcorean:209918
126683	한국	韓國	Korea	D	2009-01-01T20:23:14Z	engdic-258901@ezcorean:103029
126684	한국말	韓國말	Korean (language)	A	2008-08-08T17:08:08Z	joe-206930@ezcorean:209919
126685	한국미	韓國美			2009-01-01T20:23:14Z	mr.hanja-229510@ezcorean:229510
126686	한국어	韓國語	Korean (language)	A	2009-01-01T20:23:14Z	curious-202642@ezcorean:205272
126687	한국어 문법		문법		2010-10-19T07:35:13Z	curious-234898@ezcorean:234898
126688	한국적	韓國的	Korean (adjective)	B	2009-01-01T20:23:14Z	joe-208267@ezcorean:209920
126689	한국전쟁	韓國戰爭	the Korean war		2010-10-03T07:58:09Z	kks-234776@ezcorean:234776
126690	한국학	韓國學	Koreanology		2009-01-01T20:23:14Z	engdic-103032@ezcorean:103032
126691	한국화	韓國化			2009-01-01T20:23:14Z	mr.hanja-229511@ezcorean:229511
126692	한국화	韓國畵			2009-01-01T20:23:14Z	mr.hanja-229512@ezcorean:229512
126693	한권		installment		2006-01-16T09:52:46Z	engdic-96552@ezcorean:96552
126694	한그물		draft		2006-01-16T09:52:46Z	engdic-54593@ezcorean:54593
126695	한글		Korean writing system	A	2006-01-16T09:52:46Z	engdic-201267@ezcorean:82941
126696	한글날		Korean writing system national holiday	C	2008-08-08T17:08:08Z	joe-222156@ezcorean:209921
126697	한기	寒氣	rigor, rigour		2009-01-01T20:23:14Z	engdic-156428@ezcorean:156428
126698	한기	寒氣	chill, chilliness		2009-01-01T20:23:14Z	joe-26670@ezcorean:26670
126699	한길		a boulevard, a main road, a paseo		2009-01-30T20:28:14Z	joe-16655@ezcorean:16655
126700	한깡통		can		2006-01-16T09:52:46Z	engdic-20714@ezcorean:20714
126701	한껏		to the best of your ability		2008-01-03T10:23:28Z	imp-206080@ezcorean:206080
126702	한끼분		mess		2006-01-16T09:52:46Z	engdic-113705@ezcorean:113705
126703	한나절		half a day		2009-08-09T08:39:34Z	zb-232798@ezcorean:232798
126704	한낮		Noon	C	2006-01-16T09:52:46Z	engdic-207956@ezcorean:122298
126705	한낱		merely, only		2007-12-27T09:50:03Z	joe-205965@ezcorean:205965
126706	한눈		A look, glampse, look	C	2008-08-08T17:08:08Z	joe-204750@ezcorean:209922
126707	한니발		Hannibal		2006-01-16T09:52:46Z	engdic-82961@ezcorean:82961
126708	한단위		individual		2006-01-16T09:52:46Z	engdic-94124@ezcorean:94124
126709	한단지몽	邯鄲之夢	한 and 닽 are the names of ancient countries.  making futile efforts		2009-09-27T19:53:06Z	gsso2-600717@ezcorean:233164
126710	한단지보	邯鄲之步	Just imitating other people and forgetting your identity		2009-09-27T19:53:06Z	gsso2-600718@ezcorean:233165
126711	한달		one month		2006-02-11T23:01:07Z	joe-205229@ezcorean:205229
126712	한달에		per mensem		2006-01-16T09:52:46Z	engdic-132192@ezcorean:132192
126713	한담	閑談	chitchat, gossip, small talk		2010-11-20T14:07:20Z	joe-27048@ezcorean:27048
126714	한대		Frigid Zone		2006-01-16T09:52:46Z	engdic-72840@ezcorean:72840
126715	한데		(1) The open air, outside, the exterior (2) all in one place	C	2006-01-16T09:52:46Z	engdic-208985@ezcorean:123039
126716	한도	限度	limit, limitation		2009-01-01T20:23:14Z	joe-106322@ezcorean:106322
126717	한도액	限度額			2009-01-01T20:23:14Z	mr.hanja-229513@ezcorean:229513
126718	한동안		For quite a while	B	2006-01-16T09:52:46Z	engdic-202516@ezcorean:173715
126719	한두		One or two	B	2008-08-08T17:08:08Z	joe-201712@ezcorean:210392
126720	한둘		One or two	B	2008-08-08T17:08:08Z	joe-209855@ezcorean:210458
126721	한들		a wide plain		2009-11-09T04:32:45Z	16th-233414@ezcorean:233414
126722	한때		For a while, temporarily ; at one time	C	2008-08-08T17:08:08Z	joe-201713@ezcorean:209923
126723	한라산	漢拏山	Halla-san mountain	D	2009-01-01T20:23:14Z	joe-258922@ezcorean:210401
126724	한란	寒暖	cold + warm contrasted		2011-02-09T12:16:58Z	4II-235615@ezcorean:235615
126725	한란계	寒暖計	a thermometer		2011-02-09T12:17:19Z	engdic-184930@ezcorean:184930
126726	한랭	寒冷	frigidity, cold		2009-01-01T20:23:14Z	engdic-72836@ezcorean:72836
126727	한랭전선	寒冷前線	a cold front		2010-10-21T13:21:22Z	hg5-234930@ezcorean:234930
126728	한량	閑良,限量	unlimited, limitless		2009-01-01T20:23:14Z	joe-205956@ezcorean:205956
126729	한로	寒露			2009-01-01T20:23:14Z	mr.hanja-229514@ezcorean:229514
126730	한로의		Russo-Korean		2006-01-16T09:52:46Z	engdic-160586@ezcorean:160586
126731	한류	寒流			2009-01-01T20:23:14Z	mr.hanja-229515@ezcorean:229515
126732	한림원	翰林院			2009-01-01T20:23:14Z	mr.hanja-229516@ezcorean:229516
126733	한마디		One word	C	2006-01-16T09:52:46Z	engdic-200804@ezcorean:181470
126734	한말	韓末			2009-01-01T20:23:14Z	mr.hanja-229517@ezcorean:229517
126735	한모금		nip		2006-01-16T09:52:46Z	engdic-121263@ezcorean:121263
126736	한모금		gulp		2006-01-16T09:52:46Z	engdic-81263@ezcorean:81263
126737	한모숨		wisp		2006-01-16T09:52:46Z	engdic-203216@ezcorean:203216
126738	한묶음		budget		2006-01-16T09:52:46Z	engdic-18491@ezcorean:18491
126739	한문	漢文	Chinese writing, chinese classics	C	2009-01-01T20:23:14Z	joe-204110@ezcorean:209924
126740	한문식	漢文式			2009-01-01T20:23:14Z	mr.hanja-229518@ezcorean:229518
126741	한물 가다		to become obselete		2009-08-03T03:17:55Z	gnd2-232721@ezcorean:232721
126742	한미		Korea-America		2010-06-21T07:55:19Z	joe-233939@ezcorean:233939
126743	한민족		the Han people, the native koreans		2008-11-21T09:03:10Z	engdic-82592@ezcorean:82592
126744	한밑천		profit, wealth		2010-09-19T17:58:13Z	future-234552@ezcorean:234552
126745	한바늘		punto		2006-01-16T09:52:46Z	engdic-142391@ezcorean:142391
126746	한바의		when		2006-01-16T09:52:46Z	engdic-201824@ezcorean:201824
126747	한바탕		bout		2006-01-16T09:52:46Z	engdic-16756@ezcorean:16756
126748	한반도	韓半島	the Korean peninsula	D	2009-01-01T20:23:14Z	joe-258923@ezcorean:210400
126749	한발	旱魃	drought		2009-01-01T20:23:14Z	engdic-600719@ezcorean:55401
126750	한우충동	汗牛充棟	innumerable books (literally: a cow sweats [when loaded pulling the cart-full of books] and they reach the beams [when stacked in a room])		2009-09-27T19:53:06Z	gsso2-600000@ezcorean:233166
126751	한밤중	한밤中	Midnight	C	2006-01-16T09:52:46Z	engdic-207417@ezcorean:114562
126752	한방		at one time, in a single time		2009-08-25T09:02:08Z	hgow-232965@ezcorean:232965
126753	한방	韓方	Korean traditional medicine		2009-01-01T20:23:14Z	mr.hanja-229519@ezcorean:229519
126754	한방울		blob		2006-01-16T09:52:46Z	engdic-15095@ezcorean:15095
126755	한방울		drop		2006-01-16T09:52:46Z	engdic-55320@ezcorean:55320
126756	한방적	韓方的			2009-01-01T20:23:14Z	mr.hanja-229520@ezcorean:229520
126757	한방차	韓方茶			2009-01-01T20:23:14Z	mr.hanja-229521@ezcorean:229521
126758	한번	-番	Once	A	2006-01-16T09:52:46Z	engdic-200382@ezcorean:125084
